case_number,reason,total_txt_docs,non_outcome_txt_docs,has_claim_doc
CSM25870469,only_outcome_docs_present,2,0,no
CSM25870470,only_outcome_docs_present,3,0,no
CSM25870471,only_outcome_docs_present,2,0,no
CSM25870472,only_outcome_docs_present,2,0,no
CSM25870473,only_outcome_docs_present,2,0,no
CSM25870474,only_outcome_docs_present,2,0,no
CSM25870475,only_outcome_docs_present,2,0,no
CSM25870476,only_outcome_docs_present,5,0,no
CSM25870477,only_outcome_docs_present,3,0,no
CSM25870478,only_outcome_docs_present,5,0,no
CSM25870479,only_outcome_docs_present,3,0,no
CSM25870480,only_outcome_docs_present,4,0,no
CSM25870481,only_outcome_docs_present,3,0,no
CSM25870482,only_outcome_docs_present,6,0,no
CSM25870483,only_outcome_docs_present,2,0,no
CSM25870484,only_outcome_docs_present,2,0,no
CSM25870485,only_outcome_docs_present,2,0,no
CSM25870486,only_outcome_docs_present,5,0,no
CSM25870487,only_outcome_docs_present,2,0,no
CSM25870488,only_outcome_docs_present,1,0,no
CSM25870489,only_outcome_docs_present,2,0,no
CSM25870490,only_outcome_docs_present,3,0,no
CSM25870491,only_outcome_docs_present,4,0,no
CSM25870492,only_outcome_docs_present,6,0,no
CSM25870493,only_outcome_docs_present,3,0,no
CSM25870494,only_outcome_docs_present,2,0,no
CSM25870495,only_outcome_docs_present,2,0,no
CSM25870496,only_outcome_docs_present,1,0,no
CSM25870497,only_outcome_docs_present,3,0,no
CSM25870498,only_outcome_docs_present,2,0,no
CSM25870499,only_outcome_docs_present,2,0,no
CSM25870500,only_outcome_docs_present,2,0,no
CSM25870501,only_outcome_docs_present,2,0,no
CSM25870502,only_outcome_docs_present,3,0,no
CSM25870503,only_outcome_docs_present,3,0,no
CSM25870504,only_outcome_docs_present,5,0,no
CSM25870505,only_outcome_docs_present,2,0,no
CSM25870506,only_outcome_docs_present,4,0,no
CSM25870507,only_outcome_docs_present,6,0,no
CSM25870508,only_outcome_docs_present,2,0,no
CSM25870509,only_outcome_docs_present,3,0,no
CSM25870510,only_outcome_docs_present,2,0,no
CSM25870511,only_outcome_docs_present,1,0,no
CSM25870512,only_outcome_docs_present,5,0,no
CSM25870513,only_outcome_docs_present,4,0,no
CSM25870514,only_outcome_docs_present,2,0,no
CSM25870515,only_outcome_docs_present,2,0,no
CSM25870516,only_outcome_docs_present,3,0,no
CSM25870517,only_outcome_docs_present,2,0,no
CSM25870518,only_outcome_docs_present,2,0,no
CSM25870519,only_outcome_docs_present,2,0,no
CSM25870520,only_outcome_docs_present,4,0,no
CSM25870521,only_outcome_docs_present,4,0,no
CSM25870522,only_outcome_docs_present,2,0,no
CSM25870523,only_outcome_docs_present,2,0,no
CSM25870524,only_outcome_docs_present,3,0,no
CSM25870525,only_outcome_docs_present,4,0,no
CSM25870526,only_outcome_docs_present,5,0,no
CSM25870527,only_outcome_docs_present,2,0,no
CSM25870528,only_outcome_docs_present,2,0,no
CSM25870529,only_outcome_docs_present,6,0,no
CSM25870530,only_outcome_docs_present,2,0,no
CSM25870531,only_outcome_docs_present,2,0,no
CSM25870532,only_outcome_docs_present,3,0,no
CSM25870533,only_outcome_docs_present,2,0,no
CSM25870534,only_outcome_docs_present,2,0,no
CSM25870535,only_outcome_docs_present,2,0,no
CSM25870536,only_outcome_docs_present,3,0,no
CSM25870537,only_outcome_docs_present,2,0,no
CSM25870538,only_outcome_docs_present,3,0,no
CSM25870539,only_outcome_docs_present,5,0,no
CSM25870540,only_outcome_docs_present,2,0,no
CSM25870541,only_outcome_docs_present,2,0,no
CSM25870542,only_outcome_docs_present,2,0,no
CSM25870543,only_outcome_docs_present,6,0,no
CSM25870544,only_outcome_docs_present,4,0,no
CSM25870545,only_outcome_docs_present,2,0,no
CSM25870546,only_outcome_docs_present,2,0,no
CSM25870547,only_outcome_docs_present,6,0,no
CSM25870548,only_outcome_docs_present,2,0,no
CSM25870549,only_outcome_docs_present,2,0,no
CSM25870550,only_outcome_docs_present,3,0,no
CSM25870551,only_outcome_docs_present,8,0,no
CSM25870552,only_outcome_docs_present,3,0,no
CSM25870553,only_outcome_docs_present,2,0,no
CSM25870554,only_outcome_docs_present,2,0,no
CSM25870555,only_outcome_docs_present,5,0,no
CSM25870556,only_outcome_docs_present,2,0,no
CSM25870557,only_outcome_docs_present,2,0,no
CSM25870558,only_outcome_docs_present,5,0,no
CSM25870559,only_outcome_docs_present,2,0,no
CSM25870560,only_outcome_docs_present,2,0,no
CSM25870561,only_outcome_docs_present,2,0,no
CSM25870562,only_outcome_docs_present,3,0,no
CSM25870563,only_outcome_docs_present,1,0,no
CSM25870564,only_outcome_docs_present,2,0,no
CSM25870565,only_outcome_docs_present,3,0,no
CSM25870566,only_outcome_docs_present,2,0,no
CSM25870567,only_outcome_docs_present,3,0,no
CSM25870568,only_outcome_docs_present,2,0,no
CSM25870569,only_outcome_docs_present,7,0,no
CSM25870570,only_outcome_docs_present,2,0,no
CSM25870571,only_outcome_docs_present,2,0,no
CSM25870572,only_outcome_docs_present,2,0,no
CSM25870573,only_outcome_docs_present,1,0,no
CSM25870574,only_outcome_docs_present,3,0,no
CSM25870575,only_outcome_docs_present,2,0,no
CSM25870576,only_outcome_docs_present,2,0,no
CSM25870577,only_outcome_docs_present,3,0,no
CSM25870578,only_outcome_docs_present,1,0,no
CSM25870579,only_outcome_docs_present,3,0,no
CSM25870580,only_outcome_docs_present,2,0,no
CSM25870581,only_outcome_docs_present,2,0,no
CSM25870582,only_outcome_docs_present,2,0,no
CSM25870583,only_outcome_docs_present,2,0,no
CSM25870584,only_outcome_docs_present,4,0,no
CSM25870585,only_outcome_docs_present,1,0,no
CSM25870586,only_outcome_docs_present,5,0,no
CSM25870587,only_outcome_docs_present,2,0,no
CSM25870588,only_outcome_docs_present,3,0,no
CSM25870589,only_outcome_docs_present,2,0,no
CSM25870590,only_outcome_docs_present,3,0,no
CSM25870591,only_outcome_docs_present,4,0,no
CSM25870592,only_outcome_docs_present,3,0,no
CSM25870593,only_outcome_docs_present,4,0,no
CSM25870594,only_outcome_docs_present,5,0,no
CSM25870595,only_outcome_docs_present,4,0,no
CSM25870596,only_outcome_docs_present,2,0,no
CSM25870597,only_outcome_docs_present,4,0,no
CSM25870598,only_outcome_docs_present,3,0,no
CSM25870599,only_outcome_docs_present,3,0,no
CSM25870600,only_outcome_docs_present,5,0,no
CSM25870601,only_outcome_docs_present,2,0,no
CSM25870602,only_outcome_docs_present,5,0,no
CSM25870603,only_outcome_docs_present,2,0,no
CSM25870604,only_outcome_docs_present,3,0,no
CSM25870605,only_outcome_docs_present,2,0,no
CSM25870606,only_outcome_docs_present,2,0,no
CSM25870607,only_outcome_docs_present,1,0,no
CSM25870608,only_outcome_docs_present,2,0,no
CSM25870609,only_outcome_docs_present,6,0,no
CSM25870610,only_outcome_docs_present,2,0,no
CSM25870611,only_outcome_docs_present,3,0,no
CSM25870612,only_outcome_docs_present,3,0,no
CSM25870613,only_outcome_docs_present,4,0,no
CSM25870614,only_outcome_docs_present,2,0,no
CSM25870615,only_outcome_docs_present,3,0,no
CSM25870616,only_outcome_docs_present,2,0,no
CSM25870617,only_outcome_docs_present,3,0,no
CSM25870618,only_outcome_docs_present,2,0,no
CSM25870619,only_outcome_docs_present,2,0,no
CSM25870620,only_outcome_docs_present,2,0,no
CSM25870621,only_outcome_docs_present,4,0,no
CSM25870622,only_outcome_docs_present,4,0,no
CSM25870623,only_outcome_docs_present,2,0,no
CSM25870624,only_outcome_docs_present,2,0,no
CSM25870625,only_outcome_docs_present,3,0,no
CSM25870626,only_outcome_docs_present,3,0,no
CSM25870627,only_outcome_docs_present,2,0,no
CSM25870628,only_outcome_docs_present,2,0,no
CSM25870629,only_outcome_docs_present,4,0,no
CSM25870630,only_outcome_docs_present,3,0,no
CSM25870631,only_outcome_docs_present,4,0,no
CSM25870632,only_outcome_docs_present,2,0,no
CSM25870633,only_outcome_docs_present,3,0,no
CSM25870634,only_outcome_docs_present,3,0,no
CSM25870635,only_outcome_docs_present,4,0,no
CSM25870636,only_outcome_docs_present,2,0,no
CSM25870637,only_outcome_docs_present,4,0,no
CSM25870638,only_outcome_docs_present,4,0,no
CSM25870639,only_outcome_docs_present,2,0,no
CSM25870640,only_outcome_docs_present,2,0,no
CSM25870641,only_outcome_docs_present,2,0,no
CSM25870642,only_outcome_docs_present,2,0,no
CSM25870643,only_outcome_docs_present,5,0,no
CSM25870644,only_outcome_docs_present,3,0,no
CSM25870645,only_outcome_docs_present,3,0,no
CSM25870646,only_outcome_docs_present,3,0,no
CSM25870647,only_outcome_docs_present,3,0,no
CSM25870648,only_outcome_docs_present,1,0,no
CSM25870649,only_outcome_docs_present,3,0,no
CSM25870650,only_outcome_docs_present,2,0,no
CSM25870651,only_outcome_docs_present,3,0,no
CSM25870652,only_outcome_docs_present,2,0,no
CSM25870653,only_outcome_docs_present,2,0,no
CSM25870654,only_outcome_docs_present,3,0,no
CSM25870655,only_outcome_docs_present,3,0,no
CSM25870656,only_outcome_docs_present,2,0,no
CSM25870657,only_outcome_docs_present,3,0,no
CSM25870658,only_outcome_docs_present,2,0,no
CSM25870659,only_outcome_docs_present,5,0,no
CSM25870660,only_outcome_docs_present,3,0,no
CSM25870661,only_outcome_docs_present,5,0,no
CSM25870662,only_outcome_docs_present,2,0,no
CSM25870663,only_outcome_docs_present,1,0,no
CSM25870664,only_outcome_docs_present,4,0,no
CSM25870665,only_outcome_docs_present,2,0,no
CSM25870666,only_outcome_docs_present,2,0,no
CSM25870667,only_outcome_docs_present,1,0,no
CSM25870668,only_outcome_docs_present,4,0,no
CSM25870669,only_outcome_docs_present,2,0,no
CSM25870670,only_outcome_docs_present,2,0,no
CSM25870671,only_outcome_docs_present,4,0,no
CSM25870672,only_outcome_docs_present,4,0,no
CSM25870673,only_outcome_docs_present,4,0,no
CSM25870674,only_outcome_docs_present,3,0,no
CSM25870675,only_outcome_docs_present,2,0,no
CSM25870676,only_outcome_docs_present,3,0,no
CSM25870677,only_outcome_docs_present,3,0,no
CSM25870678,only_outcome_docs_present,2,0,no
CSM25870679,only_outcome_docs_present,3,0,no
CSM25870680,only_outcome_docs_present,6,0,no
CSM25870681,only_outcome_docs_present,3,0,no
CSM25870682,only_outcome_docs_present,2,0,no
CSM25870683,only_outcome_docs_present,2,0,no
CSM25870684,only_outcome_docs_present,1,0,no
CSM25870685,only_outcome_docs_present,3,0,no
CSM25870686,only_outcome_docs_present,2,0,no
CSM25870687,only_outcome_docs_present,1,0,no
CSM25870688,only_outcome_docs_present,2,0,no
CSM25870689,only_outcome_docs_present,3,0,no
CSM25870690,only_outcome_docs_present,2,0,no
CSM25870691,only_outcome_docs_present,2,0,no
CSM25870692,only_outcome_docs_present,2,0,no
CSM25870693,only_outcome_docs_present,2,0,no
CSM25870694,only_outcome_docs_present,2,0,no
CSM25870695,only_outcome_docs_present,1,0,no
CSM25870696,only_outcome_docs_present,2,0,no
CSM25870697,only_outcome_docs_present,2,0,no
CSM25870698,only_outcome_docs_present,5,0,no
CSM25870699,only_outcome_docs_present,3,0,no
CSM25870700,only_outcome_docs_present,2,0,no
CSM25870701,only_outcome_docs_present,3,0,no
CSM25870702,only_outcome_docs_present,2,0,no
CSM25870703,only_outcome_docs_present,2,0,no
CSM25870704,only_outcome_docs_present,2,0,no
CSM25870705,only_outcome_docs_present,5,0,no
CSM25870706,only_outcome_docs_present,2,0,no
CSM25870707,only_outcome_docs_present,2,0,no
CSM25870708,only_outcome_docs_present,2,0,no
CSM25870709,only_outcome_docs_present,3,0,no
CSM25870710,only_outcome_docs_present,2,0,no
CSM25870711,only_outcome_docs_present,2,0,no
CSM25870712,only_outcome_docs_present,3,0,no
CSM25870713,only_outcome_docs_present,3,0,no
CSM25870714,only_outcome_docs_present,5,0,no
CSM25870715,only_outcome_docs_present,6,0,no
CSM25870716,only_outcome_docs_present,3,0,no
CSM25870717,only_outcome_docs_present,5,0,no
CSM25870718,only_outcome_docs_present,2,0,no
CSM25870719,only_outcome_docs_present,2,0,no
CSM25870720,only_outcome_docs_present,4,0,no
CSM25870721,only_outcome_docs_present,1,0,no
CSM25870722,only_outcome_docs_present,2,0,no
CSM25870723,only_outcome_docs_present,6,0,no
CSM25870724,only_outcome_docs_present,5,0,no
CSM25870725,only_outcome_docs_present,1,0,no
CSM25870726,only_outcome_docs_present,3,0,no
CSM25870727,only_outcome_docs_present,3,0,no
CSM25870728,only_outcome_docs_present,2,0,no
CSM25870729,only_outcome_docs_present,2,0,no
CSM25870730,only_outcome_docs_present,5,0,no
CSM25870731,only_outcome_docs_present,2,0,no
CSM25870732,only_outcome_docs_present,2,0,no
CSM25870733,only_outcome_docs_present,2,0,no
CSM25870734,only_outcome_docs_present,3,0,no
CSM25870735,only_outcome_docs_present,2,0,no
CSM25870736,only_outcome_docs_present,3,0,no
CSM25870737,only_outcome_docs_present,2,0,no
CSM25870738,only_outcome_docs_present,2,0,no
CSM25870739,only_outcome_docs_present,5,0,no
CSM25870740,only_outcome_docs_present,5,0,no
CSM25870741,only_outcome_docs_present,5,0,no
CSM25870742,only_outcome_docs_present,3,0,no
CSM25870743,only_outcome_docs_present,2,0,no
CSM25870744,only_outcome_docs_present,2,0,no
CSM25870745,only_outcome_docs_present,4,0,no
CSM25870746,only_outcome_docs_present,3,0,no
CSM25870747,only_outcome_docs_present,3,0,no
CSM25870748,only_outcome_docs_present,1,0,no
CSM25870749,only_outcome_docs_present,3,0,no
CSM25870750,only_outcome_docs_present,1,0,no
CSM25870751,only_outcome_docs_present,3,0,no
CSM25870752,only_outcome_docs_present,3,0,no
CSM25870753,only_outcome_docs_present,1,0,no
CSM25870754,only_outcome_docs_present,3,0,no
CSM25870755,only_outcome_docs_present,1,0,no
CSM25870756,only_outcome_docs_present,2,0,no
CSM25870757,only_outcome_docs_present,1,0,no
CSM25870758,only_outcome_docs_present,2,0,no
CSM25870759,only_outcome_docs_present,2,0,no
CSM25870760,only_outcome_docs_present,1,0,no
CSM25870761,only_outcome_docs_present,2,0,no
CSM25870762,only_outcome_docs_present,2,0,no
CSM25870763,only_outcome_docs_present,2,0,no
CSM25870764,only_outcome_docs_present,1,0,no
CSM25870765,only_outcome_docs_present,3,0,no
CSM25870766,only_outcome_docs_present,5,0,no
CSM25870767,only_outcome_docs_present,1,0,no
CSM25870768,only_outcome_docs_present,2,0,no
CSM25870769,only_outcome_docs_present,1,0,no
CSM25870770,only_outcome_docs_present,1,0,no
CSM25870771,only_outcome_docs_present,2,0,no
CSM25870772,only_outcome_docs_present,4,0,no
CSM25870773,only_outcome_docs_present,1,0,no
CSM25870774,only_outcome_docs_present,2,0,no
CSM25870775,only_outcome_docs_present,1,0,no
CSM25870776,only_outcome_docs_present,2,0,no
CSM25870777,only_outcome_docs_present,3,0,no
CSM25870778,only_outcome_docs_present,2,0,no
CSM25870779,only_outcome_docs_present,1,0,no
CSM25870780,only_outcome_docs_present,1,0,no
CSM25870781,only_outcome_docs_present,4,0,no
CSM25870782,only_outcome_docs_present,3,0,no
CSM25870783,only_outcome_docs_present,2,0,no
CSM25870784,only_outcome_docs_present,2,0,no
CSM25870785,only_outcome_docs_present,4,0,no
CSM25870786,only_outcome_docs_present,2,0,no
CSM25870787,only_outcome_docs_present,5,0,no
CSM25870788,only_outcome_docs_present,2,0,no
CSM25870789,only_outcome_docs_present,3,0,no
CSM25870790,only_outcome_docs_present,4,0,no
CSM25870791,only_outcome_docs_present,3,0,no
CSM25870792,only_outcome_docs_present,3,0,no
CSM25870793,only_outcome_docs_present,4,0,no
CSM25870794,only_outcome_docs_present,1,0,no
CSM25870795,only_outcome_docs_present,3,0,no
CSM25870796,only_outcome_docs_present,2,0,no
CSM25870797,only_outcome_docs_present,2,0,no
CSM25870798,only_outcome_docs_present,4,0,no
CSM25870799,only_outcome_docs_present,1,0,no
CSM26871002,only_outcome_docs_present,2,0,no
CSM26871003,only_outcome_docs_present,3,0,no
CSM26871004,only_outcome_docs_present,1,0,no
CSM26871005,only_outcome_docs_present,2,0,no
CSM26871006,only_outcome_docs_present,1,0,no
CSM26871008,only_outcome_docs_present,2,0,no
CSM26871009,only_outcome_docs_present,1,0,no
CSM26871013,only_outcome_docs_present,2,0,no
CSM26871014,only_outcome_docs_present,1,0,no
CSM26871019,only_outcome_docs_present,1,0,no
CSM26871021,only_outcome_docs_present,2,0,no
CSM26871030,only_outcome_docs_present,2,0,no
CSM26871031,only_outcome_docs_present,1,0,no
CSM26871032,only_outcome_docs_present,1,0,no
CSM26871033,only_outcome_docs_present,1,0,no
CSM26871034,only_outcome_docs_present,1,0,no
CSM26871035,only_outcome_docs_present,2,0,no
CSM26871036,only_outcome_docs_present,2,0,no
CSM26871040,only_outcome_docs_present,1,0,no
CSM26871041,only_outcome_docs_present,2,0,no
CSM26871045,only_outcome_docs_present,1,0,no
CSM26871054,only_outcome_docs_present,1,0,no
CSM26871065,only_outcome_docs_present,1,0,no
CSM26871066,only_outcome_docs_present,1,0,no
CSM26871070,only_outcome_docs_present,2,0,no
CSM26871071,only_outcome_docs_present,1,0,no
CSM26871073,only_outcome_docs_present,1,0,no
CSM26871075,only_outcome_docs_present,1,0,no
CSM26871077,only_outcome_docs_present,1,0,no
CSM26871078,only_outcome_docs_present,2,0,no
CSM26871079,only_outcome_docs_present,1,0,no
CSM26871081,only_outcome_docs_present,1,0,no
CSM26871084,only_outcome_docs_present,2,0,no
CSM26871086,only_outcome_docs_present,1,0,no
CSM26871096,only_outcome_docs_present,2,0,no
CSM26871100,only_outcome_docs_present,1,0,no
CSM26871103,only_outcome_docs_present,1,0,no
CSM26871106,only_outcome_docs_present,2,0,no
CSM26871108,only_outcome_docs_present,1,0,no
CSM26871109,only_outcome_docs_present,2,0,no
CSM26871116,only_outcome_docs_present,1,0,no
CSM26871120,only_outcome_docs_present,2,0,no
CSM26871124,only_outcome_docs_present,1,0,no
CSM26871127,only_outcome_docs_present,2,0,no
CSM26871129,only_outcome_docs_present,1,0,no
CSM26871134,only_outcome_docs_present,2,0,no
CSM26871135,only_outcome_docs_present,1,0,no
CSM26871138,only_outcome_docs_present,1,0,no
CSM26871142,only_outcome_docs_present,2,0,no
CSM26871143,only_outcome_docs_present,2,0,no
CSM26871145,only_outcome_docs_present,2,0,no
CSM26871147,only_outcome_docs_present,1,0,no
CSM26871148,only_outcome_docs_present,2,0,no
CSM26871149,only_outcome_docs_present,1,0,no
CSM26871151,only_outcome_docs_present,1,0,no
CSM26871163,only_outcome_docs_present,1,0,no
CSM26871170,only_outcome_docs_present,2,0,no
CSM26871171,only_outcome_docs_present,3,0,no
CSM26871176,only_outcome_docs_present,2,0,no
CSM26871178,only_outcome_docs_present,1,0,no
CSM26871180,only_outcome_docs_present,1,0,no
CSM26871181,only_outcome_docs_present,2,0,no
CSM26871182,only_outcome_docs_present,2,0,no
CSM26871183,only_outcome_docs_present,1,0,no
CSM26871184,only_outcome_docs_present,2,0,no
CSM26871187,only_outcome_docs_present,2,0,no
CSM26871193,only_outcome_docs_present,2,0,no
CSM26871211,only_outcome_docs_present,1,0,no
CSM26871218,only_outcome_docs_present,1,0,no
CSM26871277,only_outcome_docs_present,1,0,no
CSM26871283,only_outcome_docs_present,1,0,no
CSM26871292,only_outcome_docs_present,1,0,no
CSM26871314,only_outcome_docs_present,1,0,no
CSM26871320,only_outcome_docs_present,1,0,no
CSM26871328,only_outcome_docs_present,1,0,no
CSM26871347,only_outcome_docs_present,1,0,no
CSM26871399,only_outcome_docs_present,1,0,no
